user,abs(Fine Arts),abs(Literature),abs(Social Studies),abs(Mathematics),abs(Biology),abs(History),abs(Other),abs(Physics),abs(Chemistry),abs(Astronomy),abs(Earth Science),Fine Arts,Literature,Social Studies,Mathematics,Biology,History,Other,Physics,Chemistry,Astronomy,Earth Science,abs(Predicted Fine Arts),abs(Predicted Literature),abs(Predicted Social Studies),abs(Predicted Mathematics),abs(Predicted Biology),abs(Predicted History),abs(Predicted Other),abs(Predicted Physics),abs(Predicted Chemistry),abs(Predicted Astronomy),abs(Predicted Earth Science),Predicted Fine Arts,Predicted Literature,Predicted Social Studies,Predicted Mathematics,Predicted Biology,Predicted History,Predicted Other,Predicted Physics,Predicted Chemistry,Predicted Astronomy,Predicted Earth Science
220,122.0,126.166666667,134.5,,,,,108.5,139.0,,,-122.0,88.8333333333,-134.5,,,,,3.5,139.0,,,40.534990973,46.4467213963,30.281870353,,,,,18.4611758464,21.8275702018,,,40.534990973,46.4467213963,30.281870353,,,,,18.4611758464,21.8275702018,,
221,113.5,69.0,95.4,,,86.0,,,53.0,,,113.5,69.0,95.4,,,86.0,,,53.0,,,34.7820962348,43.0632098925,27.466127466,,,32.3849145098,,,14.4401039337,,,34.7820962348,43.0632098925,27.466127466,,,32.3849145098,,,14.4401039337,,
222,86.0,,84.0,,,,,,,,,86.0,,-84.0,,,,,,,,,31.6459023191,,20.6965525251,,,,,,,,,31.6459023191,,20.6965525251,,,,,,,,
223,121.0,110.0,,,,68.0,,141.0,,,,-121.0,110.0,,,,68.0,,-141.0,,,,31.6028178078,48.8902284113,,,,23.6747963475,,20.4992433269,,,,31.6028178078,48.8902284113,,,,23.6747963475,,20.4992433269,,,
224,,,,,,6.0,,,,,,,,,,,-6.0,,,,,,,,,,,23.6317118361,,,,,,,,,,,23.6317118361,,,,,
225,106.0,,,,,133.0,,100.0,,,,-106.0,,,,,-133.0,,-100.0,,,,31.5166487851,,,,,17.1607445646,,17.576514667,,,,31.5166487851,,,,,17.1607445646,,17.576514667,,,
226,121.0,,,,,103.0,,,,,,-121.0,,,,,-103.0,,,,,,31.4735642737,,,,,41.2198356788,,,,,,31.4735642737,,,,,41.2198356788,,,,,
227,116.0,131.0,143.0,,,49.5,,,78.0,,,-116.0,131.0,-143.0,,,-49.5,,,78.0,,,44.0439399018,41.4123373216,38.8423926055,,,29.2984737305,,,22.3169748459,,,44.0439399018,41.4123373216,38.8423926055,,,29.2984737305,,,22.3169748459,,
228,,,,,,73.0,,,,,,,,,,,73.0,,,,,,,,,,,38.7628379276,,,,,,,,,,,38.7628379276,,,,,
229,121.0,,77.0,,,,,,,,,121.0,,77.0,,,,,,,,,31.3443107397,,8.49155515679,,,,,,,,,31.3443107397,,8.49155515679,,,,,,,,
230,96.0,104.75,55.0,,68.5,,90.0,40.0,,,,-96.0,56.5833333333,55.0,,68.5,,-90.0,-40.0,,,,34.4895987708,39.8885654225,17.3203986015,,20.5822522413,,23.6190279242,15.2921413737,,,,34.4895987708,39.8885654225,17.3203986015,,20.5822522413,,23.6190279242,15.2921413737,,,
231,124.666666667,96.4,90.0,,67.0,60.0,,71.5,,,,38.6666666667,96.4,90.0,,67.0,60.0,,71.5,,,,43.4458340597,47.0462110486,33.7257117824,,25.3329260313,17.9854471869,,15.0158921299,,,,43.4458340597,47.0462110486,33.7257117824,,25.3329260313,17.9854471869,,15.0158921299,,,
232,,88.0,,,,111.0,48.0,,,,,,-88.0,,,,-111.0,-48.0,,,,,,48.5417471077,,,,15.2986772901,29.728885205,,,,,,48.5417471077,,,,15.2986772901,29.728885205,,,,
233,126.166666667,125.666666667,73.2857142857,105.0,118.5,80.0,,95.8,85.0,,,126.166666667,125.666666667,39.0,105.0,118.5,80.0,,54.2,85.0,,,36.0439141257,40.4030234013,31.7444993631,28.1839623953,23.5076616599,29.223665587,,20.2949079351,14.2512674568,,,36.0439141257,40.4030234013,31.7444993631,28.1839623953,23.5076616599,29.223665587,,20.2949079351,14.2512674568,,
234,86.0,,42.0,,,63.0,,,,,,86.0,,42.0,,,63.0,,,,,,31.881935441,,20.179538389,,,24.1585115011,,,,,,31.881935441,,20.179538389,,,24.1585115011,,,,,
235,,13.0,,,,12.0,,,,,,,13.0,,,,-12.0,,,,,,,46.0916231909,,,,24.1154269898,,,,,,,46.0916231909,,,,24.1154269898,,,,,
236,71.5,83.0833333333,137.0,105.0,107.0,59.0,,75.5,,,,10.0,67.75,-137.0,-105.0,107.0,-59.0,,-28.5,,,,35.6731558235,44.3251218906,42.6968958486,28.0547088613,22.6976116712,18.7294695207,,24.644205934,,,,35.6731558235,44.3251218906,42.6968958486,28.0547088613,22.6976116712,18.7294695207,,24.644205934,,,
237,72.0,92.5,55.0,,,136.0,,90.0,,,,-72.0,-22.5,-55.0,,,-136.0,,-90.0,,,,40.2097561727,35.4064145841,37.3128520483,,,15.0832547334,,18.4670599354,,,,40.2097561727,35.4064145841,37.3128520483,,,15.0832547334,,18.4670599354,,,
238,,95.0,92.5,,,69.5,,,,,,,95.0,2.5,,,-2.5,,,,,,,30.8530312128,33.3170226847,,,18.1521891203,,,,,,,30.8530312128,33.3170226847,,,18.1521891203,,,,,
239,117.0,59.0,97.0,,,83.5,,,,,,-117.0,51.6666666667,-28.3333333333,,,-83.5,,,,,,31.6665128843,35.4328481624,37.3088479071,,,21.1297275259,,,,,,31.6665128843,35.4328481624,37.3088479071,,,21.1297275259,,,,,
240,37.0,80.0,74.0,,,54.5,,78.0,58.0,,,-37.0,80.0,-74.0,,,-4.5,,78.0,-58.0,,,40.0805026387,38.3576868428,22.435379678,,,18.0774090301,,17.3916845795,18.407467673,,,40.0805026387,38.3576868428,22.435379678,,,18.0774090301,,17.3916845795,18.407467673,,
241,92.0,61.0,109.5,,104.0,71.0,,82.0,,,,92.0,-7.66666666667,20.5,,104.0,71.0,,82.0,,,,31.5803438616,40.678365358,35.5312131204,,23.6874100411,29.8646145006,,14.8722259883,,,,31.5803438616,40.678365358,35.5312131204,,23.6874100411,29.8646145006,,14.8722259883,,,
242,106.0,83.4444444444,89.3888888889,,67.0,89.6470588235,,,78.8571428571,,,-61.0,37.6666666667,30.6111111111,,21.0,48.7058823529,,,57.4285714286,,,37.128700036,37.4086379984,26.7788891173,,21.512901931,25.8141887325,,,13.6675827263,,,37.128700036,37.4086379984,26.7788891173,,21.512901931,25.8141887325,,,13.6675827263,,
243,,,87.1764705882,53.5,,74.3676470588,,69.0,,,,,,24.0,32.5,,1.54411764706,,-69.0,,,,,,26.4706552317,27.504764667,,24.000499698,,17.3740424388,,,,,,26.465437261,27.504764667,,23.0740930984,,17.3740424388,,,
244,,,,,38.25,73.6,,54.0,60.9090909091,65.0,,,,,,-24.75,-7.6,,54.0,26.3636363636,-8.0,,,,,,22.1988670389,31.2631750775,,16.8014869462,14.2939251972,11.6699286859,,,,,,22.1988670389,31.2631750775,,16.8014869462,14.2939251972,11.6699286859,
245,,109.0,85.9677419355,82.0,129.0,90.1428571429,,,,,,,58.5,18.5483870968,82.0,129.0,-26.4285714286,,,,,,,40.905811115,30.4967101103,22.7696777262,38.5508685464,27.7361578818,,,,,,,40.905811115,30.0285969085,22.7696777262,38.5508685464,27.7361578818,,,,,
246,,5.0,2.0,,2.0,3.0,,1.0,4.0,2.5,,,5.0,2.0,,2.0,3.0,,1.0,4.0,2.5,,,27.3281845656,26.409124826,,24.3414088843,26.8821421769,,23.2652346669,21.4983691304,19.4869144575,,,27.3281845656,26.409124826,,24.3414088843,26.8821421769,,23.2652346669,21.4983691304,19.4869144575,
247,111.666666667,115.296296296,103.527777778,90.0,102.142857143,101.083333333,,104.909090909,108.142857143,,88.0,33.0,35.2222222222,35.0277777778,14.0,30.4285714286,-8.91666666667,,16.1818181818,108.142857143,,88.0,48.3031401112,40.5449441629,30.2962827728,26.4417079604,24.0325710034,26.7685150891,,18.836957078,15.679521243,,26.0047908071,48.3031401112,40.5449441629,29.104434625,26.4417079604,24.0325710034,22.5340096812,,18.836957078,15.679521243,,26.0047908071
248,,68.1428571429,50.9090909091,75.0,,65.3846153846,,116.0,,,,,17.2857142857,29.0909090909,-75.0,,18.0769230769,,-116.0,,,,,39.273972785,25.1423033146,29.3433632046,,26.731065308,,15.6832757889,,,,,39.273972785,25.1423033146,29.3433632046,,26.731065308,,15.6832757889,,,
249,82.0,,94.75,,30.0,69.0,,,,,,82.0,,5.75,,30.0,30.0,,,,,,40.8797750436,,23.1715357439,,32.443425683,24.9343293355,,,,,,40.8797750436,,23.1715357439,,32.443425683,24.9343293355,,,,,
250,129.333333333,107.428571429,112.666666667,,97.0,127.333333333,,135.0,70.0,,,129.333333333,40.0,112.666666667,,2.0,-64.0,,135.0,70.0,,,51.4681172312,38.6142806322,40.3580499474,,24.2623162007,34.5051906303,,19.3359615205,13.396308504,,,51.4681172312,38.6142806322,40.3580499474,,24.2623162007,34.5051906303,,19.3359615205,13.396308504,,
251,,,42.7692307692,67.0,,37.0,,,,,,,,25.2307692308,67.0,,37.0,,,,,,,,28.7119142721,22.817130072,,22.7574467131,,,,,,,,28.7119142721,22.817130072,,22.7574467131,,,,,
252,,57.5,58.6397058824,58.1111111111,,59.6111111111,,73.0,101.0,,,,57.5,42.4044117647,44.7777777778,,41.3888888889,,73.0,101.0,,,,37.3595232359,28.5484215412,24.6389399106,,18.7905095732,,13.5973418522,19.7922043499,,,,37.3595232359,28.5484215412,24.6389399106,,18.7905095732,,13.5973418522,19.7922043499,,
253,,94.2857142857,,,,105.5,,,,98.0,,,9.71428571429,,,,105.5,,,,98.0,,,36.215429654,,,,26.490999013,,,,11.2821680838,,,36.215429654,,,,26.490999013,,,,11.2821680838,
254,107.75,57.6666666667,48.8571428571,,53.3333333333,64.75,,74.0,10.0,96.0,,-18.25,-15.6666666667,14.5714285714,,53.3333333333,25.25,,-6.0,10.0,96.0,,43.084374493,42.9623125996,27.3302896186,,23.0160253351,29.1930906167,,17.2993797809,8.22189739397,8.79539913122,,43.084374493,42.9623125996,27.3302896186,,23.0160253351,29.1930906167,,17.2993797809,8.22189739397,8.79539913122,
255,,100.5,,98.0,,,,72.0,,,,,100.5,,98.0,,,,-14.0,,,,,41.4721675864,,25.7012665029,,,,13.8402046687,,,,,41.4721675864,,25.7012665029,,,,13.8402046687,,,
256,198.0,106.0,84.5,,,102.333333333,,87.0,,,,198.0,2.0,-7.5,,,-25.0,,87.0,,,,58.8493533591,34.2080814743,23.6386577914,,,24.1716947996,,15.7173828253,,,,58.8493533591,34.2080814743,23.6386577914,,,24.1716947996,,15.7173828253,,,
257,,,118.0,,,,,,,,,,,118.0,,,,,,,,,,,7.28518883912,,,,,,,,,,,7.28518883912,,,,,,,,
259,,100.0,,,,,,,,,,,100.0,,,,,,,,,,,44.4454315359,,,,,,,,,,,44.4454315359,,,,,,,,,
260,51.0,41.5,66.0,,,22.0,,,,,,-51.0,22.5,66.0,,,-22.0,,,,,,40.1630090225,29.172284706,24.4094014407,,,26.0641151915,,,,,,40.1630090225,29.172284706,24.4094014407,,,26.0641151915,,,,,
261,,67.0,106.0,,,,,,,,,,-67.0,-106.0,,,,,,,,,,42.1660241556,7.11285079373,,,,,,,,,,42.1660241556,7.11285079373,,,,,,,,
262,61.0,88.0,109.0,,,,,,,,,61.0,-88.0,109.0,,,,,,,,,26.7154855872,44.9283413846,7.06976628239,,,,,,,,,26.7154855872,44.9283413846,7.06976628239,,,,,,,,
264,,,118.0,,,,,102.0,,,,,,118.0,,,,,102.0,,,,,,6.9835972597,,,,,13.7636176699,,,,,,6.9835972597,,,,,13.7636176699,,,
265,140.0,136.0,105.0,,,91.0,,47.0,85.0,,,-140.0,-136.0,105.0,,,-91.0,,47.0,85.0,,,31.1038955238,38.9066360178,22.0728469614,,,33.3467677038,,11.1990578111,12.5443854345,,,31.1038955238,38.9066360178,22.0728469614,,,33.3467677038,,11.1990578111,12.5443854345,,
266,,149.0,61.0,,,78.5,,95.0,26.0,,,,149.0,-61.0,,,-78.5,,95.0,26.0,,,,52.6383806396,25.6103795371,,,24.9666704884,,13.7951132046,7.70488325783,,,,52.6383806396,25.6103795371,,,24.9666704884,,13.7951132046,7.70488325783,,
270,,84.0,118.0,,,,,,,,,,-0.857142857143,-118.0,,,,,,,,,,33.4672429894,6.72509019162,,,,,,,,,,33.4672429894,6.72509019162,,,,,,,,
271,,,118.0,,,,,,,,,,,-118.0,,,,,,,,,,,6.68200568028,,,,,,,,,,,6.68200568028,,,,,,,,
272,,122.0,99.6666666667,,,114.5,,,128.0,,,,5.0,35.6666666667,,,-12.5,,,128.0,,,,38.5714452576,16.0176996575,,,27.1254117487,,,15.3086278828,,,,38.5714452576,16.0176996575,,,27.1254117487,,,15.3086278828,,
273,,,,,,,,50.0,,,,,,,,,,,50.0,,,,,,,,,,,10.8543817204,,,,,,,,,,,10.8543817204,,,
274,,,118.0,,,,,,,,,,,-118.0,,,,,,,,,,,6.55275214624,,,,,,,,,,,6.55275214624,,,,,,,,
275,,124.333333333,,,,,102.5,,,,,,46.3333333333,,,,,102.5,,,,,,32.4576764718,,,,,28.1112578207,,,,,,32.4576764718,,,,,28.1112578207,,,,
276,,74.0,,,,74.0,,119.0,,,,,74.0,,,,4.0,,119.0,,,,,37.7769319969,,,,23.3730591005,,21.2361923304,,,,,37.7769319969,,,,23.3730591005,,21.2361923304,,,
277,108.5,100.5,94.125,,78.0,,,144.0,,,,14.5,100.5,34.125,,78.0,,,144.0,,,,40.7830120527,35.598222672,26.7824648296,,35.6962518586,,,23.4196704564,,,,40.7830120527,35.598222672,26.7824648296,,35.6962518586,,,23.4196704564,,,
278,28.0,,,44.0,,,,,,,,-28.0,,,44.0,,,,,,,,56.3107213929,,,26.2451593848,,,,,,,,56.3107213929,,,26.2451593848,,,,,,,
279,,63.5238095238,52.3333333333,,,,,,,,,,37.7142857143,4.33333333333,,,,,,,,,,37.5654478363,28.1148286256,,,,,,,,,,37.5654478363,28.1148286256,,,,,,,,
280,132.2,83.3333333333,87.5714285714,,47.0,111.0,90.0,45.0,,,,-80.6,53.5555555556,31.8571428571,,47.0,-111.0,90.0,-45.0,,,,36.3403741239,34.3768527412,29.6547694076,,35.5669983246,34.7723388072,27.8958352639,8.90347296403,,,,36.3403741239,34.3768527412,29.6547694076,,35.5669983246,34.7723388072,27.8958352639,8.90347296403,,,
281,,94.75,99.3333333333,,76.0,62.5,,,,,,,23.75,35.3333333333,,-76.0,-18.5,,,,,,,38.023065578,33.2788267619,,23.178700464,26.9719101178,,,,,,,38.023065578,33.2788267619,,23.178700464,26.9719101178,,,,,
282,,92.5,62.6666666667,,,57.0,,78.0,70.0,,,,92.5,62.6666666667,,,57.0,,78.0,70.0,,,,38.9046933918,19.0160620807,,,32.6143310109,,12.8185820512,12.017604141,,,,38.9046933918,19.0160620807,,,32.6143310109,,12.8185820512,12.017604141,,
283,,103.75,74.0,,,94.0,,102.0,,,,,-13.25,-74.0,,,-39.3333333333,,102.0,,,,,40.5103305387,24.5690948568,,,30.9082845284,,15.7258450395,,,,,40.5103305387,24.5690948568,,,30.9082845284,,15.7258450395,,,
284,,122.0,,,,91.0,,80.0,70.0,,,,-122.0,,,,-22.0,,80.0,70.0,,,,40.4745642853,,,,25.5957854195,,13.0195920004,11.9314351183,,,,40.4745642853,,,,25.5957854195,,13.0195920004,11.9314351183,,
285,,121.0,,,,97.5,,100.0,,,,,121.0,,,,97.5,,100.0,,,,,33.9396154471,,,,24.8886004204,,15.3713687848,,,,,33.9396154471,,,,24.8886004204,,15.3713687848,,,
286,,115.0,,,,49.0,,116.5,,,,,115.0,,,,49.0,,116.5,,,,,40.7386533173,,,,26.7012325491,,20.0024562239,,,,,40.7386533173,,,,26.7012325491,,20.0024562239,,,
287,,111.5,,,,82.0,,,,,,,111.5,,,,-82.0,,,,,,,44.992024143,,,,29.0816888897,,,,,,,44.992024143,,,,29.0816888897,,,,,
288,,39.5,57.5,,,,,116.0,,,,,14.5,-57.5,,,,,116.0,,,,,31.8601133261,20.8419686585,,,,,13.959895335,,,,,31.8601133261,20.8419686585,,,,,13.959895335,,,
289,,108.0,,,,85.0,,,,,,,108.0,,,,85.0,,,,,,,36.9828649684,,,,38.505511464,,,,,,,36.9828649684,,,,38.505511464,,,,,
290,50.5,49.4444444444,75.0,,110.0,111.0,,109.5,,,,50.5,42.5555555556,75.0,,-110.0,-17.0,,109.5,,,,32.7115902054,38.0632077275,7.80201677785,,21.5762689852,21.598589949,,18.1441638858,,,,32.7115902054,38.0632077275,7.80201677785,,21.5762689852,21.598589949,,18.1441638858,,,
292,,116.0,,,,128.0,,,,,,,-116.0,,,,-128.0,,,,,,,43.3032223335,,,,17.6584309227,,,,,,,43.3032223335,,,,17.6584309227,,,,,
293,198.0,89.75,95.0,,,101.0,99.0,101.0,,,,198.0,32.75,-12.3333333333,,,-101.0,99.0,-101.0,,,,57.2552264393,38.8091989939,32.2775333286,,,14.2309977931,27.1007300129,26.2921354918,,,,57.2552264393,38.8091989939,32.2775333286,,,14.2309977931,27.1007300129,26.2921354918,,,
294,,59.0,,,,75.0,,,,,,,59.0,,,,-75.0,,,,,,,33.551854845,,,,17.1600470312,,,,,,,33.551854845,,,,17.1600470312,,,,,
295,112.0,64.0,,,,123.0,,96.6666666667,,,,-28.0,-52.0,,,,-123.0,,-96.6666666667,,,,32.4961676487,35.680041773,,,,30.3825660144,,11.5257887262,,,,32.4961676487,35.680041773,,,,30.3825660144,,11.5257887262,,,
296,,103.5,67.0,,,112.0,,,,,,,11.5,-67.0,,,112.0,,,,,,,38.5111973884,26.9808220376,,,30.3171355922,,,,,,,38.5111973884,26.9808220376,,,30.3171355922,,,,,
297,138.0,91.0,63.5,,,121.0,,,,,,-138.0,91.0,33.5,,,121.0,,,,,,37.624685492,26.7792696263,46.8532262372,,,35.3971137885,,,,,,37.624685492,26.7792696263,46.8532262372,,,35.3971137885,,,,,
298,158.0,110.75,93.0,,,,,,,,,158.0,41.25,93.0,,,,,,,,,31.1924423648,40.8851218888,26.1187017058,,,,,,,,,31.1924423648,40.8851218888,26.1187017058,,,,,,,,
299,,116.0,,,,60.5,,,,,,,116.0,,,,25.5,,,,,,,43.3342144648,,,,16.5364207981,,,,,,,43.3342144648,,,,16.5364207981,,,,,
300,,112.0,37.0,,,84.0,118.0,,,,,,112.0,37.0,,,2.0,-118.0,,,,,,52.5127981978,24.5529416456,,,21.7671030731,16.1497140699,,,,,,52.5127981978,24.5529416456,,,21.7671030731,16.1497140699,,,,
301,,104.5,127.0,,,111.0,,84.0,55.0,,,,104.5,127.0,,,111.0,,84.0,55.0,,,,37.7550648215,43.9564964678,,,25.6713399303,,9.64801540269,11.1989984254,,,,37.7550648215,43.9564964678,,,25.6713399303,,9.64801540269,11.1989984254,,
302,,,116.0,,,136.0,,119.5,,,,,,-116.0,,,-136.0,,-39.5,,,,,,24.4667726229,,,12.2827614959,,16.5065756907,,,,,,24.4667726229,,,12.2827614959,,16.5065756907,,,
303,136.0,,,,,136.0,,,41.0,,,136.0,,,,,-136.0,,,-41.0,,,37.3661784239,,,,,12.2396769846,,,19.0425519837,,,37.3661784239,,,,,12.2396769846,,,19.0425519837,,
304,,122.0,,,,141.0,,,,,,,-122.0,,,,-141.0,,,,,,,39.6128740584,,,,3.8907124612,,,,,,,39.6128740584,,,,3.8907124612,,,,,
305,,73.0,,,,60.5,,102.0,23.0,,,,73.0,,,,60.5,,102.0,-23.0,,,,43.625798742,,,,19.6464792519,,14.7779857899,11.02666038,,,,43.625798742,,,,19.6464792519,,14.7779857899,11.02666038,,
306,,,,,,62.0,,,,,,,,,,,62.0,,,,,,,,,,,20.0987819058,,,,,,,,,,,20.0987819058,,,,,
307,,,,,,66.0,,,,,,,,,,,66.0,,,,,,,,,,,20.0556973945,,,,,,,,,,,20.0556973945,,,,,
308,,,,,,68.0,,,,,,,,,,,68.0,,,,,,,,,,,20.0126128831,,,,,,,,,,,20.0126128831,,,,,
311,,76.0,,,,63.0,,,,,,,76.0,,,,63.0,,,,,,,26.5864815591,,,,19.8833593491,,,,,,,26.5864815591,,,,19.8833593491,,,,,
312,,112.666666667,124.0,,,,,,,,,,112.666666667,-17.0,,,,,,,,,,42.272779264,30.2766656072,,,,,,,,,,42.272779264,30.2766656072,,,,,,,,
313,,,,,,68.0,,,,,,,,,,,-68.0,,,,,,,,,,,19.7971903264,,,,,,,,,,,19.7971903264,,,,,
314,,121.0,,,,64.0,,38.0,70.0,,,,121.0,,,,64.0,,38.0,-70.0,,,,32.6901646181,,,,19.754105815,,11.6093921026,10.6388997779,,,,32.6901646181,,,,19.754105815,,11.6093921026,10.6388997779,,
315,,100.0,,,,66.0,,54.0,,,,,100.0,,,,66.0,,54.0,,,,,39.2537649783,,,,19.7110213037,,9.61786864181,,,,,39.2537649783,,,,19.7110213037,,9.61786864181,,,
316,,,,,,68.0,,,,,,,,,,,68.0,,,,,,,,,,,19.6679367924,,,,,,,,,,,19.6679367924,,,,,
317,,,,,,65.0,,,,,,,,,,,65.0,,,,,,,,,,,19.624852281,,,,,,,,,,,19.624852281,,,,,
319,132.0,76.0,35.0,,,70.0,,,,,,132.0,76.0,-35.0,,,70.0,,,,,,36.6768262424,26.2418054683,26.4997255412,,,15.153455079,,,,,,36.6768262424,26.2418054683,26.4997255412,,,15.153455079,,,,,
320,,,,,,133.0,,,,,,,,,,,133.0,,,,,,,,,,,13.0677159867,,,,,,,,,,,13.0677159867,,,,,
321,,23.0,,,,35.0,,,16.0,,,,-23.0,,,,-35.0,,,16.0,,,,32.3885730387,,,,13.0246314754,,,10.1316527991,,,,32.3885730387,,,,13.0246314754,,,10.1316527991,,
322,,,,,,116.0,,,,,,,,,,,116.0,,,,,,,,,,,12.981546964,,,,,,,,,,,12.981546964,,,,,
323,,116.0,,,,133.0,,,,,,,116.0,,,,-133.0,,,,,,,41.9676024818,,,,12.9384624527,,,,,,,41.9676024818,,,,12.9384624527,,,,,
325,,,,,,20.0,,,,,,,,,,,20.0,,,,,,,,,,,12.85229343,,,,,,,,,,,12.85229343,,,,,
327,,,,,,133.0,,,,,,,,,,,-133.0,,,,,,,,,,,12.7661244073,,,,,,,,,,,12.7661244073,,,,,
328,,121.0,,,,63.0,,,,,,,-121.0,,,,-63.0,,,,,,,32.0869814593,,,,12.723039896,,,,,,,32.0869814593,,,,12.723039896,,,,,
329,,,,,,122.0,,105.0,,,,,,,,,-122.0,,-105.0,,,,,,,,,12.6799553846,,11.2846178969,,,,,,,,,12.6799553846,,11.2846178969,,,
330,,122.0,,,,,,,,,,,-122.0,,,,,,,,,,,43.4445757134,,,,,,,,,,,43.4445757134,,,,,,,,,
331,,104.0,,,,54.0,,,,,,,-45.0,,,,-54.0,,,,,,,40.9981378323,,,,12.5937863619,,,,,,,40.9981378323,,,,12.5937863619,,,,,
332,,,,,,101.0,,,,,,,,,,,101.0,,,,,,,,,,,12.5507018506,,,,,,,,,,,12.5507018506,,,,,
333,97.0,113.0,141.0,,88.0,133.0,,48.5,,,,97.0,113.0,141.0,,-88.0,-133.0,,-5.5,,,,39.6457813251,40.4265591961,35.5770243619,,18.5184140707,12.5076173392,,8.0504210733,,,,39.6457813251,40.4265591961,35.5770243619,,18.5184140707,12.5076173392,,8.0504210733,,,
334,,,,,,63.0,,,,,,,,,,,-63.0,,,,,,,,,,,12.4645328279,,,,,,,,,,,12.4645328279,,,,,
335,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,12.4214483165,,,,,,,,,,,12.4214483165,,,,,
336,,,,,,,,99.0,,,,,,,,,,,99.0,,,,,,,,,,,12.8377119024,,,,,,,,,,,12.8377119024,,,
338,,40.0,53.5,,,84.0,,104.0,,,,,-40.0,-53.5,,,84.0,,104.0,,,,,34.8691071757,21.8317253898,,,23.384523408,,15.9963531978,,,,,34.8691071757,21.8317253898,,,23.384523408,,15.9963531978,,,
339,,11.0,,,,,,,,,,,11.0,,,,,,,,,,,50.8325022553,,,,,,,,,,,50.8325022553,,,,,,,,,
340,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,38.06183165,,,,,,,,,,,38.06183165,,,,,,,,,
341,,,62.0,,,48.0,,24.0,,,,,,-62.0,,,48.0,,24.0,,,,,,15.569495675,,,36.2651168741,,8.49767134683,,,,,,15.569495675,,,36.2651168741,,8.49767134683,,,
342,97.0,119.0,,,,154.0,,119.0,58.0,,,-97.0,11.0,,,,-154.0,,-119.0,-58.0,,,41.8646689762,33.0765816237,,,,36.2220323627,,18.3926145816,14.0128475157,,,41.8646689762,33.0765816237,,,,36.2220323627,,18.3926145816,14.0128475157,,
344,,106.0,91.0,,,17.0,,80.0,124.0,,,,106.0,91.0,,,17.0,,80.0,124.0,,,,30.4166444759,39.0689111875,,,36.13586334,,13.8570172214,16.4850907949,,,,30.4166444759,39.0689111875,,,36.13586334,,13.8570172214,16.4850907949,,
345,,89.5,57.0,,,,111.0,,129.0,,,,89.5,57.0,,,,-111.0,,-129.0,,,,23.6900475804,33.4895557159,,,,25.33034863,,15.4431112964,,,,23.6900475804,33.4895557159,,,,25.33034863,,15.4431112964,,
346,129.0,108.0,,,,78.0,,106.0,,,,129.0,108.0,,,,-78.0,,106.0,,,,35.5135444361,38.5038406913,,,,13.0079505173,,15.651677107,,,,35.5135444361,38.5038406913,,,,13.0079505173,,15.651677107,,,
347,64.0,36.0,101.0,,,,,,,,,-64.0,36.0,-101.0,,,,,,,,,41.6492464195,42.7121390206,27.2333297392,,,,,,,,,41.6492464195,42.7121390206,27.2333297392,,,,,,,,
348,,77.3333333333,85.6,,89.0,,54.0,58.0,,,,,21.8888888889,61.6,,89.0,,54.0,58.0,,,,,29.8060131197,30.3366409799,,19.0723218665,,14.0816575253,7.62304336945,,,,,29.8060131197,30.3366409799,,19.0723218665,,14.0816575253,7.62304336945,,,
349,,83.3333333333,76.5,,,,,,,,,,83.3333333333,76.5,,,,,,,,,,39.2869916298,20.0498217019,,,,,,,,,,39.2869916298,20.0498217019,,,,,,,,
350,,62.5,71.0,,,,,,,,,,62.5,71.0,,,,,,,,,,30.5915744928,25.9407969044,,,,,,,,,,30.5915744928,25.9407969044,,,,,,,,
351,,105.75,,,,,,,,,,,45.75,,,,,,,,,,,26.2823347884,,,,,,,,,,,26.2823347884,,,,,,,,,
352,,82.0,,,,97.3333333333,,94.0,38.0,,,,82.0,,,,39.3333333333,,94.0,38.0,,,,31.2536135241,,,,25.663094923,,13.7250735821,16.9314109277,,,,31.2536135241,,,,25.663094923,,13.7250735821,16.9314109277,,
353,,,,,,,,102.0,,,,,,,,,,,-102.0,,,,,,,,,,,13.6819890708,,,,,,,,,,,13.6819890708,,,
354,,101.5,111.0,,,,96.0,,,,,,31.8333333333,22.1111111111,,,,96.0,,,,,,30.000652099,27.6405764802,,,,13.8231504573,,,,,,30.000652099,27.6405764802,,,,13.8231504573,,,,
356,,81.0,75.5,,,37.0,,,,,,,81.0,11.5,,,-37.0,,,,,,,33.2506975175,33.4471922339,,,12.5771054039,,,,,,,33.2506975175,33.4471922339,,,12.5771054039,,,,,
357,,76.0,,,,,,,,,,,76.0,,,,,,,,,,,24.6045940372,,,,,,,,,,,24.6045940372,,,,,,,,,
358,,,,,,,,66.0,,,,,,,,,,,66.0,,,,,,,,,,,9.71367360344,,,,,,,,,,,9.71367360344,,,
359,,76.0,,,,112.0,,29.0,,,,,76.0,,,,112.0,,-29.0,,,,,24.5184250145,,,,33.1187669413,,12.2623702215,,,,,24.5184250145,,,,33.1187669413,,12.2623702215,,,
360,,101.0,,,,,,80.0,,,,,101.0,,,,,,80.0,,,,,35.6820973126,,,,,,14.7271713895,,,,,35.6820973126,,,,,,14.7271713895,,,
